EXEC_FULLNAME;CO_PER_ROL;CONAME;TITLEANN;SALARY;BONUS;STOCK_AWARDS;OPTION_AWARDS;AGE;GVKEY;YEAR;BECAMECEO;PCEO;TITLE;GENDER;SICDESC;TICKER;SIC
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;president & CEO;672.917;0;1319.11;440.182;53;63781;2006;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;senior executive vp & chief operating officer;486.667;0;1009.569;328.306;46;63781;2006;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;executive vp & chief credit officer;267.75;20;144.941;146.428;47;63781;2006;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;executive vp & chief finance officer;208.333;24.2;99.906;46.803;47;63781;2006;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
John S. Fleshood;31160;WINTRUST FINANCIAL CORP;;264.583;0;70.617;75.316;;63781;2006;;;Executive Vice President of Risk Management;MALE;COMMERCIAL BANKS;WTFC;6020
Randolph M. Hibben;33163;WINTRUST FINANCIAL CORP;executive vp-market head;273.75;0;168.009;159.229;49;63781;2006;;;executive vp-market head;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;president & CEO;697.917;0;0;0;53;63781;2007;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;senior executive vp & chief operating officer;508.333;0;0;0;46;63781;2007;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;executive vp & chief credit officer;313.25;45;1032.985;0;47;63781;2007;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;executive vp & chief finance officer;228.333;33;76.074;0;47;63781;2007;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
John S. Fleshood;31160;WINTRUST FINANCIAL CORP;;274.417;0;28.013;0;44;63781;2007;;;Executive Vice President of Risk Management;MALE;COMMERCIAL BANKS;WTFC;6020
Randolph M. Hibben;33163;WINTRUST FINANCIAL CORP;executive vp-market head;288.75;0;164.261;16.12;49;63781;2007;;;executive vp-market head;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;president & CEO;791.667;0;0;102.431;54;63781;2008;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;senior executive vp & chief operating officer;592.5;0;0;91.05;47;63781;2008;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;executive vp & chief credit officer;363.75;50;29.985;73.978;48;63781;2008;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;executive vp & chief finance officer;248.333;47;21.985;0;48;63781;2008;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
John S. Fleshood;31160;WINTRUST FINANCIAL CORP;executive vp-risk management;274.75;30;35.011;0;45;63781;2008;;;Executive Vice President of Risk Management;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President, Director and Member of Executive Committee;900;0;50;0;55;63781;2009;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer, Senior Executive Vice President, Secretary and Treasurer;675;0;37.5;0;48;63781;2009;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;413.75;0;0;0;49;63781;2009;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;315;0;0;0;49;63781;2009;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
John S. Fleshood;31160;WINTRUST FINANCIAL CORP;Executive Vice President of Risk Management;292.75;0;0;0;46;63781;2009;;;Executive Vice President of Risk Management;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President, Director and Member of Executive Committee;1000;520;849.976;0;56;63781;2010;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer, Senior Executive Vice President, Secretary and Treasurer;750;375;649.989;0;49;63781;2010;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;450;225;224.979;0;50;63781;2010;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;368.75;135;164.982;0;50;63781;2010;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Leona A. Gleason;44214;WINTRUST FINANCIAL CORP;Chief Administrative Officer and Executive Vice President;343.894;225;153.775;146.354;60;63781;2010;;;Chief Administrative Officer and Executive Vice President;FEMALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President, Director and Member of Executive Committee;1000;468;838.314;200;57;63781;2011;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer, Senior Executive Vice President and Treasurer;750;312;553.095;121.875;50;63781;2011;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;450;187.2;323.113;73.125;51;63781;2011;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;388.333;128.7;98.721;48.75;51;63781;2011;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Lisa J. Pattis, J.D.;45996;WINTRUST FINANCIAL CORP;Executive Vice President, General Counsel & Secretary;144.936;179.6;232.463;142.431;44;63781;2011;;;Executive Vice President, General Counsel and Corporate Secretary;FEMALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President, Director and Member of Executive Committee;1000;750;332.037;200;58;63781;2012;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer, Senior Executive Vice President and Treasurer;750;485;209.889;121.875;51;63781;2012;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;472.917;300;130.009;77.188;52;63781;2012;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;399.167;225;86.309;50;52;63781;2012;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Lisa J. Pattis, J.D.;45996;WINTRUST FINANCIAL CORP;Executive Vice President, General Counsel and Corporate Secretary;425;250;68.522;53.125;45;63781;2012;;;Executive Vice President, General Counsel and Corporate Secretary;FEMALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President, Director and Member of Executive Committee;1050;860;275;330;59;63781;2013;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer, Senior Executive Vice President and Treasurer;750;492;121.875;121.875;52;63781;2013;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;497.917;311.3;77.188;77.188;53;63781;2013;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;409.167;248.9;60;60;53;63781;2013;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Lisa J. Pattis, J.D.;45996;WINTRUST FINANCIAL CORP;Executive Vice President, General Counsel and Corporate Secretary;436;309.5;63.75;63.75;46;63781;2013;;;Executive Vice President, General Counsel and Corporate Secretary;FEMALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President, Director and Member of Executive Committee;1100;976;357.5;357.5;60;63781;2014;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer, Senior Executive Vice President and Treasurer;759.167;524.5;140.625;140.625;53;63781;2014;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;509.167;352;93.75;93.75;54;63781;2014;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer and Executive Vice President;419.167;279.5;69.188;69.188;54;63781;2014;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Lisa J. Pattis, J.D.;45996;WINTRUST FINANCIAL CORP;Executive Vice President, General Counsel and Corporate Secretary;446.167;308.5;81.938;81.938;47;63781;2014;;;Executive Vice President, General Counsel and Corporate Secretary;FEMALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President, Director and Member of Executive Committee;1122.917;1040;357.5;357.5;61;63781;2015;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer and Senior Executive Vice President;769.167;555;318.94;326.545;54;63781;2015;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;519.167;400;161.79;95.625;55;63781;2015;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer and Executive Vice President;431.458;290;70.875;70.875;55;63781;2015;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Lisa J. Pattis, J.D.;45996;WINTRUST FINANCIAL CORP;Executive Vice President, General Counsel and Corporate Secretary;367.25;350;198.499;83.813;48;63781;2015;;;Executive Vice President, General Counsel and Corporate Secretary;FEMALE;COMMERCIAL BANKS;WTFC;6020
Timothy S. Crane;52877;WINTRUST FINANCIAL CORP;Executive Vice President;409.167;270;67.5;67.5;53;63781;2015;;;President;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Chief Executive Officer, President and Director;1125;1350.675;365.625;365.625;62;63781;2016;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Chief Operating Officer and Senior Executive Vice President;770;600;144.375;144.375;55;63781;2016;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer and Executive Vice President;529.231;440;97.5;97.5;56;63781;2016;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Chief Financial Officer and Executive Vice President;441.731;305;72.984;72.984;56;63781;2016;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Timothy S. Crane;52877;WINTRUST FINANCIAL CORP;Executive Vice President, Senior Market Head and Treasurer;419.231;300;69.188;69.188;54;63781;2016;;;President;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;CEO, President & Director;1147.884;1450.375;920;0;63;63781;2017;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;COO & Senior Executive VP;788.308;660;288.75;0;56;63781;2017;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer & Executive VP;571.192;484;198.75;0;57;63781;2017;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;CFO & Executive VP;463.096;358.05;165.938;0;57;63781;2017;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Timothy S. Crane;52877;WINTRUST FINANCIAL CORP;Executive VP, Senior Market Head & Treasurer;461.192;358;157.5;0;55;63781;2017;;;President;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;CEO, President & Director;1150;1470;1265;0;64;63781;2018;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;COO & Senior Executive VP;799.115;661.5;296.25;0;57;63781;2018;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Chief Credit Officer & Executive VP;588.673;490;215.625;0;58;63781;2018;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;CFO & Executive VP;474.115;352.8;174.375;0;58;63781;2018;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Timothy S. Crane;52877;WINTRUST FINANCIAL CORP;Executive VP, Senior Market Head & Treasurer;474.115;357.7;174.375;0;56;63781;2018;;;President;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Founder, CEO & Director;1150;1408.75;1265;0;65;63781;2019;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Vice Chairman & COO;809.077;550;300;0;58;63781;2019;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Vice Chairman & Chief Lending Officer;599.077;400;221.25;0;59;63781;2019;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Executive VP & CFO;488.615;340;178.125;0;59;63781;2019;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Timothy S. Crane;52877;WINTRUST FINANCIAL CORP;President;488.615;375;178.125;0;57;63781;2019;;;President;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Founder, CEO & Director;1150;3237.825;1265;0;66;63781;2020;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Vice Chairman & COO;810;1054.05;344.25;0;59;63781;2020;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Vice Chairman & Chief Lending Officer;609.038;782.725;255;0;60;63781;2020;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Executive VP & CFO;494.519;587.25;183.75;0;60;63781;2020;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Timothy S. Crane;52877;WINTRUST FINANCIAL CORP;President;544.231;683.075;208.25;0;58;63781;2020;;;President;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;Founder, CEO & Director;1172.596;3382.462;2530;0;67;63781;2021;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;Vice Chairman & COO;819.039;1210.16;688.5;0;60;63781;2021;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;Vice Chairman & Chief Lending Officer;619.039;884.285;518.5;0;61;63781;2021;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;Executive VP & CFO;499.519;643.813;371.25;0;61;63781;2021;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Timothy S. Crane;52877;WINTRUST FINANCIAL CORP;President;568.077;836.333;467.5;0;59;63781;2021;;;President;MALE;COMMERCIAL BANKS;WTFC;6020
Keith E. Busse;18197;STEEL DYNAMICS INC;;290;219;-1;-1;;64030;1996;01/01/1993;;Co-Founder, Executive Chairman, Chief Executive Officer of Iron Dynamics Inc, President of Iron Dynamics Inc and Director of Iron Dynamics Inc;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Mark D. Millett;18198;STEEL DYNAMICS INC;;175;115;-1;-1;;64030;1996;01/01/2012;CEO;Chairman, Co-Founder, CEO & President;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Richard P. Teets, Jr.;18199;STEEL DYNAMICS INC;;175;115;-1;-1;;64030;1996;;;Co-Founder and Executive Director;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Tracy L. Shellabarger;18200;STEEL DYNAMICS INC;;135;81;-1;-1;;64030;1996;;;vp & chief finance officer;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Keith E. Busse;18197;STEEL DYNAMICS INC;;310;596.111;-1;-1;;64030;1997;01/01/1993;;Co-Founder, Executive Chairman, Chief Executive Officer of Iron Dynamics Inc, President of Iron Dynamics Inc and Director of Iron Dynamics Inc;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Mark D. Millett;18198;STEEL DYNAMICS INC;;187;341.77;-1;-1;;64030;1997;01/01/2012;CEO;Chairman, Co-Founder, CEO & President;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Richard P. Teets, Jr.;18199;STEEL DYNAMICS INC;;187;341.77;-1;-1;;64030;1997;;;Co-Founder and Executive Director;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Tracy L. Shellabarger;18200;STEEL DYNAMICS INC;;157;288.877;-1;-1;;64030;1997;;;vp & chief finance officer;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Larry J. Lehtinen;18201;STEEL DYNAMICS INC;;120;88.258;-1;-1;;64030;1997;;;v-p;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
John W. Nolan;19654;STEEL DYNAMICS INC;;100;137.875;-1;-1;;64030;1997;;;vice president;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Keith E. Busse;18197;STEEL DYNAMICS INC;pres. & CEO;325;301.328;-1;-1;56;64030;1998;01/01/1993;;Co-Founder, Executive Chairman, Chief Executive Officer of Iron Dynamics Inc, President of Iron Dynamics Inc and Director of Iron Dynamics Inc;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Mark D. Millett;18198;STEEL DYNAMICS INC;v-p;200;188.609;-1;-1;39;64030;1998;01/01/2012;CEO;Chairman, Co-Founder, CEO & President;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Richard P. Teets, Jr.;18199;STEEL DYNAMICS INC;v-p;200;188.609;-1;-1;43;64030;1998;;;Co-Founder and Executive Director;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Tracy L. Shellabarger;18200;STEEL DYNAMICS INC;v-p & CFO;168;159.753;-1;-1;42;64030;1998;;;vp & chief finance officer;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Larry J. Lehtinen;18201;STEEL DYNAMICS INC;v-p;130;86.671;-1;-1;;64030;1998;;;v-p;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
John W. Nolan;19654;STEEL DYNAMICS INC;;120;88.274;-1;-1;;64030;1998;;;vice president;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Keith E. Busse;18197;STEEL DYNAMICS INC;pres. & CEO;337.5;592.903;-1;-1;57;64030;1999;01/01/1993;;Co-Founder, Executive Chairman, Chief Executive Officer of Iron Dynamics Inc, President of Iron Dynamics Inc and Director of Iron Dynamics Inc;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Mark D. Millett;18198;STEEL DYNAMICS INC;v-p;212.5;374.011;-1;-1;40;64030;1999;01/01/2012;CEO;Chairman, Co-Founder, CEO & President;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Richard P. Teets, Jr.;18199;STEEL DYNAMICS INC;v-p;212.5;374.011;-1;-1;44;64030;1999;;;Co-Founder and Executive Director;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Tracy L. Shellabarger;18200;STEEL DYNAMICS INC;v-p & CFO;184;324.065;-1;-1;43;64030;1999;;;vp & chief finance officer;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
John W. Nolan;19654;STEEL DYNAMICS INC;v-p;130;172.685;-1;-1;;64030;1999;;;vice president;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Keith E. Busse;18197;STEEL DYNAMICS INC;president & CEO;375;752.219;-1;-1;58;64030;2000;01/01/1993;;Co-Founder, Executive Chairman, Chief Executive Officer of Iron Dynamics Inc, President of Iron Dynamics Inc and Director of Iron Dynamics Inc;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
Mark D. Millett;18198;STEEL DYNAMICS INC;vice president;250;502.293;-1;-1;41;64030;2000;01/01/2012;CEO;Chairman, Co-Founder, CEO & President;MALE;STEEL WORKS, BLAST FURNACES (INCLUDING COKE OVENS);STLD;3312
